age,year,gender,country,healthy,unhealthy,CI_low_healthy,CI_up_healthy,CI_low_unhealthy,CI_up_unhealthy,type
80+,2015,man,Greece,0.883666481,0.116333519,0.842099443,0.92523352,0.07476648,0.157900557,lung
50-55,2015,man,Switzerland,0.970458923,0.029541077,0.915796249,1.025121596,-0.025121596,0.084203751,lung
55-60,2015,man,Switzerland,0.929406832,0.070593168,0.9012048,0.957608864,0.042391136,0.0987952,lung
60-65,2015,man,Switzerland,0.943007837,0.056992163,0.913402195,0.97261348,0.02738652,0.086597805,lung
65-70,2015,man,Switzerland,0.920305689,0.079694311,0.885704978,0.9549064,0.0450936,0.114295022,lung
70-75,2015,man,Switzerland,0.924504096,0.075495904,0.889342352,0.95966584,0.04033416,0.110657648,lung
75-80,2015,man,Switzerland,0.880379181,0.119620819,0.806453447,0.954304914,0.045695086,0.193546553,lung
80+,2015,man,Switzerland,0.910458159,0.089541841,0.870290907,0.950625411,0.049374589,0.129709093,lung
50-55,2015,man,Belgium,0.923364378,0.076635622,0.880017562,0.966711193,0.033288807,0.119982438,lung
55-60,2015,man,Belgium,0.924791834,0.075208166,0.881527334,0.968056333,0.031943667,0.118472666,lung
60-65,2015,man,Belgium,0.898543158,0.101456842,0.872321486,0.924764829,0.075235171,0.127678514,lung
65-70,2015,man,Belgium,0.879216001,0.120783999,0.847083439,0.911348564,0.088651436,0.152916561,lung
70-75,2015,man,Belgium,0.886459313,0.113540687,0.849444627,0.923473999,0.076526001,0.150555373,lung
75-80,2015,man,Belgium,0.85850119,0.14149881,0.812512946,0.904489433,0.095510567,0.187487054,lung
80+,2015,man,Belgium,0.865857599,0.134142401,0.830861005,0.900854192,0.099145808,0.169138995,lung
50-55,2015,man,Israel,1,0,1,1,0,0,lung
55-60,2015,man,Israel,0.989333366,0.010666634,0.968287602,1.01037913,-0.01037913,0.031712398,lung
60-65,2015,man,Israel,0.891820027,0.108179973,0.76931552,1.014324533,-0.014324533,0.23068448,lung
65-70,2015,man,Israel,0.947600421,0.052399579,0.91648057,0.978720271,0.021279729,0.08351943,lung
70-75,2015,man,Israel,0.863120268,0.136879732,0.752369323,0.973871214,0.026128786,0.247630677,lung
75-80,2015,man,Israel,0.922671154,0.077328846,0.874455756,0.970886552,0.029113448,0.125544244,lung
80+,2015,man,Israel,0.818559149,0.181440851,0.759400949,0.87771735,0.12228265,0.240599051,lung
50-55,2015,man,Czech Republic,0.99051373,0.00948627,0.979470273,1.001557188,-0.001557188,0.020529727,lung
55-60,2015,man,Czech Republic,0.92666638,0.07333362,0.88954789,0.96378487,0.03621513,0.11045211,lung
60-65,2015,man,Czech Republic,0.877972761,0.122027239,0.843343359,0.912602164,0.087397836,0.156656641,lung
65-70,2015,man,Czech Republic,0.880179222,0.119820778,0.842526709,0.917831735,0.082168265,0.157473291,lung
70-75,2015,man,Czech Republic,0.882907789,0.117092211,0.848453668,0.91736191,0.08263809,0.151546332,lung
75-80,2015,man,Czech Republic,0.816443796,0.183556204,0.745614524,0.887273069,0.112726931,0.254385476,lung
80+,2015,man,Czech Republic,0.872531714,0.127468286,0.825696853,0.919366575,0.080633425,0.174303147,lung
50-55,2015,man,Poland,0.994595084,0.005404916,0.983974963,1.005215205,-0.005215205,0.016025037,lung
55-60,2015,man,Poland,0.978423379,0.021576621,0.954720964,1.002125794,-0.002125794,0.045279036,lung
60-65,2015,man,Poland,0.918684603,0.081315397,0.898897305,0.938471902,0.061528098,0.101102695,lung
65-70,2015,man,Poland,0.862317195,0.137682805,0.812489456,0.912144934,0.087855066,0.187510544,lung
70-75,2015,man,Poland,0.805565863,0.194434137,0.794915289,0.816216437,0.183783563,0.205084711,lung
75-80,2015,man,Poland,0.797354055,0.202645945,0.757979995,0.836728114,0.163271886,0.242020005,lung
80+,2015,man,Poland,0.815919696,0.184080304,0.766085023,0.865754369,0.134245631,0.233914977,lung
50-55,2015,man,Luxembourg,0.977030266,0.022969734,0.948171607,1.005888926,-0.005888926,0.051828393,lung
55-60,2015,man,Luxembourg,0.919378153,0.080621847,0.879989895,0.958766411,0.041233589,0.120010105,lung
60-65,2015,man,Luxembourg,0.919869314,0.080130686,0.883089788,0.956648841,0.043351159,0.116910212,lung
65-70,2015,man,Luxembourg,0.913502109,0.086497891,0.851380509,0.97562371,0.02437629,0.148619491,lung
70-75,2015,man,Luxembourg,0.856371774,0.143628226,0.78968222,0.923061329,0.076938671,0.21031778,lung
75-80,2015,man,Luxembourg,0.825500568,0.174499432,0.711126311,0.939874825,0.060125175,0.288873689,lung
80+,2015,man,Luxembourg,0.826876128,0.173123872,0.769203872,0.884548383,0.115451617,0.230796128,lung
50-55,2015,man,Portugal,1,0,1,1,0,0,lung
55-60,2015,man,Portugal,0.907762385,0.092237615,0.828148249,0.987376521,0.012623479,0.171851751,lung
60-65,2015,man,Portugal,0.960693663,0.039306337,0.92433649,0.997050835,0.002949165,0.07566351,lung
65-70,2015,man,Portugal,0.941283896,0.058716104,0.898943359,0.983624433,0.016375567,0.101056641,lung
70-75,2015,man,Portugal,0.881801646,0.118198354,0.732076706,1.031526585,-0.031526585,0.267923294,lung
75-80,2015,man,Portugal,0.954913551,0.045086449,0.90985923,0.999967871,3.21293E-05,0.09014077,lung
80+,2015,man,Portugal,0.743452932,0.256547068,0.545630591,0.941275273,0.058724727,0.454369409,lung
50-55,2015,man,Slovenia,0.970319027,0.029680973,0.944961325,0.995676729,0.004323271,0.055038675,lung
55-60,2015,man,Slovenia,0.964089501,0.035910499,0.941578969,0.986600033,0.013399967,0.058421031,lung
60-65,2015,man,Slovenia,0.924671168,0.075328832,0.895460624,0.953881712,0.046118288,0.104539376,lung
65-70,2015,man,Slovenia,0.912128888,0.087871112,0.878205327,0.946052449,0.053947551,0.121794673,lung
70-75,2015,man,Slovenia,0.864867229,0.135132771,0.816214425,0.913520034,0.086479966,0.183785575,lung
75-80,2015,man,Slovenia,0.870260289,0.129739711,0.815544211,0.924976367,0.075023633,0.184455789,lung
80+,2015,man,Slovenia,0.848640911,0.151359089,0.798193591,0.899088231,0.100911769,0.201806409,lung
50-55,2015,man,Estonia,0.932656955,0.067343045,0.887689105,0.977624805,0.022375195,0.112310895,lung
55-60,2015,man,Estonia,0.910183422,0.089816578,0.883700277,0.936666566,0.063333434,0.116299723,lung
60-65,2015,man,Estonia,0.918254035,0.081745965,0.911384865,0.925123204,0.074876796,0.088615135,lung
65-70,2015,man,Estonia,0.899986553,0.100013447,0.859524094,0.940449012,0.059550988,0.140475906,lung
70-75,2015,man,Estonia,0.821884775,0.178115225,0.779668126,0.864101424,0.135898576,0.220331874,lung
75-80,2015,man,Estonia,0.834517498,0.165482502,0.798395175,0.87063982,0.12936018,0.201604825,lung
80+,2015,man,Estonia,0.795872657,0.204127343,0.762462365,0.82928295,0.17071705,0.237537635,lung
50-55,2015,man,Croatia,1,0,1,1,0,0,lung
55-60,2015,man,Croatia,0.957203586,0.042796414,0.923642157,0.990765014,0.009234986,0.076357843,lung
60-65,2015,man,Croatia,0.949920495,0.050079505,0.919206042,0.980634949,0.019365051,0.080793958,lung
65-70,2015,man,Croatia,0.935887661,0.064112339,0.905380734,0.966394587,0.033605413,0.094619266,lung
70-75,2015,man,Croatia,0.926722789,0.073277211,0.880817677,0.972627901,0.027372099,0.119182323,lung
75-80,2015,man,Croatia,0.943353112,0.056646888,0.893969782,0.992736442,0.007263558,0.106030218,lung
80+,2015,man,Croatia,0.895459987,0.104540013,0.819084511,0.971835464,0.028164536,0.180915489,lung
50-55,2015,woman,Austria,0.974866166,0.025133834,0.945591498,1.004140835,-0.004140835,0.054408502,stroke
55-60,2015,woman,Austria,0.933174158,0.066825842,0.884236575,0.982111742,0.017888258,0.115763425,stroke
60-65,2015,woman,Austria,0.941281003,0.058718997,0.914788733,0.967773274,0.032226726,0.085211267,stroke
65-70,2015,woman,Austria,0.932868928,0.067131072,0.903583907,0.962153949,0.037846051,0.096416093,stroke
70-75,2015,woman,Austria,0.904849178,0.095150822,0.870698864,0.938999491,0.061000509,0.129301136,stroke
75-80,2015,woman,Austria,0.855993886,0.144006114,0.805694647,0.906293126,0.093706874,0.194305353,stroke
80+,2015,woman,Austria,0.673147451,0.326852549,0.614434814,0.731860088,0.268139912,0.385565186,stroke
50-55,2015,woman,Germany,0.974773684,0.025226316,0.953606584,0.995940783,0.004059217,0.046393416,stroke
55-60,2015,woman,Germany,0.985488809,0.014511191,0.972908592,0.998069025,0.001930975,0.027091408,stroke
60-65,2015,woman,Germany,0.937046347,0.062953653,0.911916573,0.962176121,0.037823879,0.088083427,stroke
65-70,2015,woman,Germany,0.951584749,0.048415251,0.924982374,0.978187123,0.021812877,0.075017626,stroke
70-75,2015,woman,Germany,0.939843772,0.060156228,0.91125742,0.968430124,0.031569876,0.08874258,stroke
75-80,2015,woman,Germany,0.916888252,0.083111748,0.879540291,0.954236213,0.045763787,0.120459709,stroke
80+,2015,woman,Germany,0.823026601,0.176973399,0.769350692,0.87670251,0.12329749,0.230649308,stroke
50-55,2015,woman,Sweden,0.969943593,0.030056407,0.933242466,1.00664472,-0.00664472,0.066757534,stroke
55-60,2015,woman,Sweden,0.984107083,0.015892917,0.96445449,1.003759676,-0.003759676,0.03554551,stroke
60-65,2015,woman,Sweden,0.946928586,0.053071414,0.915756113,0.978101059,0.021898941,0.084243887,stroke
65-70,2015,woman,Sweden,0.966847903,0.033152097,0.948837185,0.984858622,0.015141378,0.051162815,stroke
70-75,2015,woman,Sweden,0.934663362,0.065336638,0.908979117,0.960347608,0.039652392,0.091020883,stroke
75-80,2015,woman,Sweden,0.892847991,0.107152009,0.859383408,0.926312575,0.073687425,0.140616592,stroke
80+,2015,woman,Sweden,0.837045433,0.162954567,0.794164511,0.879926355,0.120073645,0.205835489,stroke
50-55,2015,woman,Spain,0.999107878,0.000892122,0.997335009,1.000880747,-0.000880747,0.002664991,stroke
55-60,2015,woman,Spain,0.996960071,0.003039929,0.992667761,1.001252381,-0.001252381,0.007332239,stroke
60-65,2015,woman,Spain,0.977609685,0.022390315,0.960192927,0.995026442,0.004973558,0.039807073,stroke
65-70,2015,woman,Spain,0.961707181,0.038292819,0.931965923,0.991448438,0.008551562,0.068034077,stroke
70-75,2015,woman,Spain,0.955420306,0.044579694,0.93057125,0.980269362,0.019730638,0.06942875,stroke
75-80,2015,woman,Spain,0.902992309,0.097007691,0.85270909,0.953275528,0.046724472,0.14729091,stroke
80+,2015,woman,Spain,0.894075034,0.105924966,0.860757972,0.927392096,0.072607904,0.139242028,stroke
50-55,2015,woman,Italy,0.991636867,0.008363133,0.980184693,1.00308904,-0.00308904,0.019815307,stroke
55-60,2015,woman,Italy,0.992555879,0.007444121,0.980258514,1.004853245,-0.004853245,0.019741486,stroke
60-65,2015,woman,Italy,0.973346665,0.026653335,0.953015059,0.993678271,0.006321729,0.046984941,stroke
65-70,2015,woman,Italy,0.972580462,0.027419538,0.95752105,0.987639875,0.012360125,0.04247895,stroke
70-75,2015,woman,Italy,0.942607629,0.057392371,0.917499667,0.96771559,0.03228441,0.082500333,stroke
75-80,2015,woman,Italy,0.921609554,0.078390446,0.890751703,0.952467405,0.047532595,0.109248297,stroke
80+,2015,woman,Italy,0.870289549,0.129710451,0.833135789,0.907443309,0.092556691,0.166864211,stroke
50-55,2015,woman,France,0.979604904,0.020395096,0.961138385,0.998071423,0.001928577,0.038861615,stroke
55-60,2015,woman,France,0.978769996,0.021230004,0.959690399,0.997849592,0.002150408,0.040309601,stroke
60-65,2015,woman,France,0.93118168,0.06881832,0.907116036,0.955247324,0.044752676,0.092883964,stroke
65-70,2015,woman,France,0.942347928,0.057652072,0.918814271,0.965881586,0.034118414,0.081185729,stroke
70-75,2015,woman,France,0.974053965,0.025946035,0.956847297,0.991260632,0.008739368,0.043152703,stroke
75-80,2015,woman,France,0.898780038,0.101219962,0.862939881,0.934620195,0.065379805,0.137060119,stroke
80+,2015,woman,France,0.86000958,0.13999042,0.822619681,0.897399479,0.102600521,0.177380319,stroke
50-55,2015,woman,Denmark,0.980985629,0.019014371,0.969170445,0.992800812,0.007199188,0.030829555,stroke
55-60,2015,woman,Denmark,0.976871949,0.023128051,0.964463365,0.989280532,0.010719468,0.035536635,stroke
60-65,2015,woman,Denmark,0.946340682,0.053659318,0.916122996,0.976558368,0.023441632,0.083877004,stroke
65-70,2015,woman,Denmark,0.953868994,0.046131006,0.952498371,0.955239617,0.044760383,0.047501629,stroke
70-75,2015,woman,Denmark,0.930612207,0.069387793,0.922729269,0.938495145,0.061504855,0.077270731,stroke
75-80,2015,woman,Denmark,0.908916914,0.091083086,0.863480357,0.954353472,0.045646528,0.136519643,stroke
80+,2015,woman,Denmark,0.832719538,0.167280462,0.825132473,0.840306603,0.159693397,0.174867527,stroke
50-55,2015,woman,Greece,0.99309364,0.00690636,0.983337157,1.002850124,-0.002850124,0.016662843,stroke
55-60,2015,woman,Greece,0.985950945,0.014049055,0.968592349,1.00330954,-0.00330954,0.031407651,stroke
60-65,2015,woman,Greece,0.98057412,0.01942588,0.966880622,0.994267618,0.005732382,0.033119378,stroke
65-70,2015,woman,Greece,0.969998411,0.030001589,0.952834193,0.987162629,0.012837371,0.047165807,stroke
70-75,2015,woman,Greece,0.945099891,0.054900109,0.921680574,0.968519208,0.031480792,0.078319426,stroke
75-80,2015,woman,Greece,0.942432153,0.057567847,0.917081324,0.967782983,0.032217017,0.082918676,stroke
80+,2015,woman,Greece,0.900797206,0.099202794,0.869891282,0.931703129,0.068296871,0.130108718,stroke
50-55,2015,woman,Switzerland,1,0,1,1,0,0,stroke
55-60,2015,woman,Switzerland,0.984155324,0.015844676,0.969938054,0.998372594,0.001627406,0.030061946,stroke
60-65,2015,woman,Switzerland,0.986377369,0.013622631,0.971654588,1.001100151,-0.001100151,0.028345412,stroke
65-70,2015,woman,Switzerland,0.956811306,0.043188694,0.928728275,0.984894336,0.015105664,0.071271725,stroke
70-75,2015,woman,Switzerland,0.953684034,0.046315966,0.924839006,0.982529062,0.017470938,0.075160994,stroke
75-80,2015,woman,Switzerland,0.946572391,0.053427609,0.912909226,0.980235555,0.019764445,0.087090774,stroke
80+,2015,woman,Switzerland,0.914237437,0.085762563,0.888847034,0.939627841,0.060372159,0.111152966,stroke
50-55,2015,woman,Belgium,0.979804778,0.020195222,0.964320921,0.995288635,0.004711365,0.035679079,stroke
55-60,2015,woman,Belgium,0.95764896,0.04235104,0.926228935,0.989068984,0.010931016,0.073771065,stroke
60-65,2015,woman,Belgium,0.940367294,0.059632706,0.919200754,0.961533834,0.038466166,0.080799246,stroke
65-70,2015,woman,Belgium,0.940038887,0.059961113,0.918958968,0.961118807,0.038881193,0.081041032,stroke
70-75,2015,woman,Belgium,0.941705486,0.058294514,0.917043591,0.966367382,0.033632618,0.082956409,stroke
75-80,2015,woman,Belgium,0.899984588,0.100015412,0.867310205,0.932658971,0.067341029,0.132689795,stroke
80+,2015,woman,Belgium,0.863101455,0.136898545,0.830723386,0.895479524,0.104520476,0.169276614,stroke
50-55,2015,woman,Israel,0.804396726,0.195603274,0.48281706,1.125976392,-0.125976392,0.51718294,stroke
55-60,2015,woman,Israel,0.994548727,0.005451273,0.983810571,1.005286883,-0.005286883,0.016189429,stroke
60-65,2015,woman,Israel,0.979654646,0.020345354,0.962204435,0.997104857,0.002895143,0.037795565,stroke
65-70,2015,woman,Israel,0.955992613,0.044007387,0.92549722,0.986488006,0.013511994,0.07450278,stroke
70-75,2015,woman,Israel,0.905765375,0.094234625,0.85618164,0.95534911,0.04465089,0.14381836,stroke
75-80,2015,woman,Israel,0.842725141,0.157274859,0.778422647,0.907027636,0.092972364,0.221577353,stroke
80+,2015,woman,Israel,0.789295242,0.210704758,0.724766651,0.853823833,0.146176167,0.275233349,stroke
50-55,2015,woman,Czech Republic,0.938294942,0.061705058,0.847318683,1.0292712,-0.0292712,0.152681317,stroke
55-60,2015,woman,Czech Republic,0.969618069,0.030381931,0.951012879,0.988223258,0.011776742,0.048987121,stroke
60-65,2015,woman,Czech Republic,0.962189465,0.037810535,0.941982128,0.982396802,0.017603198,0.058017872,stroke
65-70,2015,woman,Czech Republic,0.935740486,0.064259514,0.911195011,0.960285962,0.039714038,0.088804989,stroke
70-75,2015,woman,Czech Republic,0.923519531,0.076480469,0.899560324,0.947478739,0.052521261,0.100439676,stroke
75-80,2015,woman,Czech Republic,0.892117346,0.107882654,0.854389107,0.929845586,0.070154414,0.145610893,stroke
80+,2015,woman,Czech Republic,0.791579665,0.208420335,0.736495147,0.846664184,0.153335816,0.263504853,stroke
50-55,2015,woman,Poland,1,0,1,1,0,0,stroke
55-60,2015,woman,Poland,0.990912042,0.009087958,0.975393817,1.006430267,-0.006430267,0.024606183,stroke
60-65,2015,woman,Poland,0.924380742,0.075619258,0.883669975,0.965091508,0.034908492,0.116330025,stroke
65-70,2015,woman,Poland,0.952545044,0.047454956,0.900468984,1.004621105,-0.004621105,0.099531016,stroke
70-75,2015,woman,Poland,0.877717537,0.122282463,0.868141537,0.887293537,0.112706463,0.131858463,stroke
75-80,2015,woman,Poland,0.862358222,0.137641778,0.817713728,0.907002716,0.092997284,0.182286272,stroke
80+,2015,woman,Poland,0.866408134,0.133591866,0.845935124,0.886881143,0.113118857,0.154064876,stroke
50-55,2015,woman,Luxembourg,0.991945909,0.008054091,0.977177727,1.006714092,-0.006714092,0.022822273,stroke
55-60,2015,woman,Luxembourg,0.984450105,0.015549895,0.96780296,1.001097251,-0.001097251,0.03219704,stroke
60-65,2015,woman,Luxembourg,0.968066023,0.031933977,0.942342732,0.993789315,0.006210685,0.057657268,stroke
65-70,2015,woman,Luxembourg,0.986703049,0.013296951,0.967116042,1.006290055,-0.006290055,0.032883958,stroke
70-75,2015,woman,Luxembourg,0.960238295,0.039761705,0.919039402,1.001437188,-0.001437188,0.080960598,stroke
75-80,2015,woman,Luxembourg,0.956007031,0.043992969,0.90253063,1.009483432,-0.009483432,0.09746937,stroke
80+,2015,woman,Luxembourg,0.93205773,0.06794227,0.899545841,0.96456962,0.03543038,0.100454159,stroke
50-55,2015,woman,Portugal,0.979911922,0.020088078,0.944810241,1.015013603,-0.015013603,0.055189759,stroke
55-60,2015,woman,Portugal,0.952157783,0.047842217,0.904813542,0.999502024,0.000497976,0.095186458,stroke
60-65,2015,woman,Portugal,0.964795382,0.035204618,0.938394944,0.991195819,0.008804181,0.061605056,stroke
65-70,2015,woman,Portugal,0.963181121,0.036818879,0.931782733,0.994579509,0.005420491,0.068217267,stroke
70-75,2015,woman,Portugal,0.936424066,0.063575934,0.867765472,1.005082661,-0.005082661,0.132234528,stroke
75-80,2015,woman,Portugal,0.937165015,0.062834985,0.882239611,0.992090418,0.007909582,0.117760389,stroke
80+,2015,woman,Portugal,0.836240953,0.163759047,0.722065307,0.9504166,0.0495834,0.277934693,stroke
50-55,2015,woman,Slovenia,0.994038467,0.005961533,0.985740156,1.002336778,-0.002336778,0.014259844,stroke
55-60,2015,woman,Slovenia,0.954748777,0.045251223,0.933742273,0.975755281,0.024244719,0.066257727,stroke
60-65,2015,woman,Slovenia,0.96769157,0.03230843,0.951261233,0.984121908,0.015878092,0.048738767,stroke
65-70,2015,woman,Slovenia,0.964956124,0.035043876,0.943609828,0.98630242,0.01369758,0.056390172,stroke
70-75,2015,woman,Slovenia,0.93423909,0.06576091,0.903508438,0.964969743,0.035030257,0.096491562,stroke
75-80,2015,woman,Slovenia,0.937235781,0.062764219,0.908053682,0.96641788,0.03358212,0.091946318,stroke
80+,2015,woman,Slovenia,0.879656178,0.120343822,0.844563016,0.914749339,0.085250661,0.155436984,stroke
50-55,2015,woman,Estonia,0.995461385,0.004538615,0.991262651,0.999660119,0.000339881,0.008737349,stroke
55-60,2015,woman,Estonia,0.96453301,0.03546699,0.960510915,0.968555105,0.031444895,0.039489085,stroke
60-65,2015,woman,Estonia,0.953690832,0.046309168,0.948505266,0.958876398,0.041123602,0.051494734,stroke
65-70,2015,woman,Estonia,0.918572763,0.081427237,0.901630406,0.935515121,0.064484879,0.098369594,stroke
70-75,2015,woman,Estonia,0.894824901,0.105175099,0.875965436,0.913684365,0.086315635,0.124034564,stroke
75-80,2015,woman,Estonia,0.873353188,0.126646812,0.86420948,0.882496897,0.117503103,0.13579052,stroke
80+,2015,woman,Estonia,0.783767487,0.216232513,0.770157277,0.797377698,0.202622302,0.229842723,stroke
50-55,2015,woman,Croatia,0.989756165,0.010243835,0.978521617,1.000990714,-0.000990714,0.021478383,stroke
55-60,2015,woman,Croatia,0.964220092,0.035779908,0.942152216,0.986287967,0.013712033,0.057847784,stroke
60-65,2015,woman,Croatia,0.982955424,0.017044576,0.967654772,0.998256075,0.001743925,0.032345228,stroke
65-70,2015,woman,Croatia,0.960528853,0.039471147,0.928756063,0.992301643,0.007698357,0.071243937,stroke
70-75,2015,woman,Croatia,0.949815526,0.050184474,0.922011734,0.977619317,0.022380683,0.077988266,stroke
75-80,2015,woman,Croatia,0.892498455,0.107501545,0.82506123,0.959935679,0.040064321,0.17493877,stroke
80+,2015,woman,Croatia,0.895702752,0.104297248,0.847904232,0.943501272,0.056498728,0.152095768,stroke
50-55,2015,man,Austria,0.926359164,0.073640836,0.843512137,1.00920619,-0.00920619,0.156487863,stroke
55-60,2015,man,Austria,0.935232136,0.064767864,0.89274561,0.977718661,0.022281339,0.10725439,stroke
60-65,2015,man,Austria,0.958108865,0.041891135,0.933574117,0.982643613,0.017356387,0.066425883,stroke
65-70,2015,man,Austria,0.879243098,0.120756902,0.837749323,0.920736873,0.079263127,0.162250677,stroke
70-75,2015,man,Austria,0.831872536,0.168127464,0.777628567,0.886116505,0.113883495,0.222371433,stroke
75-80,2015,man,Austria,0.835787739,0.164212261,0.781093051,0.890482426,0.109517574,0.218906949,stroke
80+,2015,man,Austria,0.778859775,0.221140225,0.714038115,0.843681434,0.156318566,0.285961885,stroke
50-55,2015,man,Germany,0.96833731,0.03166269,0.945941058,0.990733562,0.009266438,0.054058942,stroke
55-60,2015,man,Germany,0.953317461,0.046682539,0.925117846,0.981517075,0.018482925,0.074882154,stroke
60-65,2015,man,Germany,0.939082344,0.060917656,0.911148986,0.967015702,0.032984298,0.088851014,stroke
65-70,2015,man,Germany,0.903122938,0.096877062,0.869245799,0.937000078,0.062999922,0.130754201,stroke
70-75,2015,man,Germany,0.89924417,0.10075583,0.861078893,0.937409446,0.062590554,0.138921107,stroke
75-80,2015,man,Germany,0.897938976,0.102061024,0.861401886,0.934476066,0.065523934,0.138598114,stroke
80+,2015,man,Germany,0.846745462,0.153254538,0.790452487,0.903038438,0.096961562,0.209547513,stroke
50-55,2015,man,Sweden,0.988668749,0.011331251,0.961030407,1.016307091,-0.016307091,0.038969593,stroke
55-60,2015,man,Sweden,0.956909478,0.043090522,0.934299671,0.979519284,0.020480716,0.065700329,stroke
60-65,2015,man,Sweden,0.956571425,0.043428575,0.929638289,0.983504561,0.016495439,0.070361711,stroke
65-70,2015,man,Sweden,0.952715091,0.047284909,0.931487081,0.973943101,0.026056899,0.068512919,stroke
70-75,2015,man,Sweden,0.897048212,0.102951788,0.861820923,0.932275501,0.067724499,0.138179077,stroke
75-80,2015,man,Sweden,0.806354065,0.193645935,0.756448186,0.856259944,0.143740056,0.243551814,stroke
80+,2015,man,Sweden,0.815179769,0.184820231,0.765341636,0.865017903,0.134982097,0.234658364,stroke
50-55,2015,man,Spain,0.994422347,0.005577653,0.987353867,1.001490828,-0.001490828,0.012646133,stroke
55-60,2015,man,Spain,0.985266024,0.014733976,0.96463069,1.005901359,-0.005901359,0.03536931,stroke
60-65,2015,man,Spain,0.963484332,0.036515668,0.941426479,0.985542186,0.014457814,0.058573521,stroke
65-70,2015,man,Spain,0.933780218,0.066219782,0.902916472,0.964643964,0.035356036,0.097083528,stroke
70-75,2015,man,Spain,0.896760236,0.103239764,0.84678119,0.946739282,0.053260718,0.15321881,stroke
75-80,2015,man,Spain,0.916180815,0.083819185,0.874754711,0.957606919,0.042393081,0.125245289,stroke
80+,2015,man,Spain,0.905044716,0.094955284,0.866344131,0.943745302,0.056254698,0.133655869,stroke
50-55,2015,man,Italy,0.976427067,0.023572933,0.949952848,1.002901285,-0.002901285,0.050047152,stroke
55-60,2015,man,Italy,0.985085547,0.014914453,0.967131054,1.003040041,-0.003040041,0.032868946,stroke
60-65,2015,man,Italy,0.960699876,0.039300124,0.940414504,0.980985248,0.019014752,0.059585496,stroke
65-70,2015,man,Italy,0.944608427,0.055391573,0.921268411,0.967948443,0.032051557,0.078731589,stroke
70-75,2015,man,Italy,0.922864664,0.077135336,0.893266034,0.952463295,0.047536705,0.106733966,stroke
75-80,2015,man,Italy,0.888112783,0.111887217,0.850158692,0.926066874,0.073933126,0.149841308,stroke
80+,2015,man,Italy,0.848959566,0.151040434,0.805936127,0.891983006,0.108016994,0.194063873,stroke
50-55,2015,man,France,1,0,1,1,0,0,stroke
55-60,2015,man,France,0.962626694,0.037373306,0.934180639,0.99107275,0.00892725,0.065819361,stroke
60-65,2015,man,France,0.955043159,0.044956841,0.930836658,0.979249659,0.020750341,0.069163342,stroke
65-70,2015,man,France,0.92485955,0.07514045,0.89622366,0.953495439,0.046504561,0.10377634,stroke
70-75,2015,man,France,0.889744759,0.110255241,0.845735389,0.933754129,0.066245871,0.154264611,stroke
75-80,2015,man,France,0.91629892,0.08370108,0.874911436,0.957686404,0.042313596,0.125088564,stroke
80+,2015,man,France,0.839319604,0.160680396,0.795636765,0.883002443,0.116997557,0.204363235,stroke
50-55,2015,man,Denmark,0.965493269,0.034506731,0.953839258,0.97714728,0.02285272,0.046160742,stroke
55-60,2015,man,Denmark,0.940615288,0.059384712,0.916673174,0.964557403,0.035442597,0.083326826,stroke
60-65,2015,man,Denmark,0.958220415,0.041779585,0.942614376,0.973826454,0.026173546,0.057385624,stroke
65-70,2015,man,Denmark,0.92804322,0.07195678,0.910163674,0.945922766,0.054077234,0.089836326,stroke
70-75,2015,man,Denmark,0.912907,0.087093,0.881973086,0.943840914,0.056159086,0.118026914,stroke
75-80,2015,man,Denmark,0.856715903,0.143284097,0.800084102,0.913347703,0.086652297,0.199915898,stroke
80+,2015,man,Denmark,0.828399952,0.171600048,0.818187472,0.838612432,0.161387568,0.181812528,stroke
50-55,2015,man,Greece,0.975814402,0.024185598,0.95532066,0.996308144,0.003691856,0.04467934,stroke
55-60,2015,man,Greece,0.990594846,0.009405154,0.979580791,1.001608902,-0.001608902,0.020419209,stroke
60-65,2015,man,Greece,0.981247344,0.018752656,0.962673539,0.999821149,0.000178851,0.037326461,stroke
65-70,2015,man,Greece,0.958380203,0.041619797,0.939595479,0.977164927,0.022835073,0.060404521,stroke
70-75,2015,man,Greece,0.965710738,0.034289262,0.94512768,0.986293796,0.013706204,0.05487232,stroke
75-80,2015,man,Greece,0.938583796,0.061416204,0.905833685,0.971333907,0.028666093,0.094166315,stroke
80+,2015,man,Greece,0.879987085,0.120012915,0.840349334,0.919624837,0.080375163,0.159650666,stroke
50-55,2015,man,Switzerland,0.970466701,0.029533299,0.917669429,1.023263972,-0.023263972,0.082330571,stroke
55-60,2015,man,Switzerland,0.979974538,0.020025462,0.959351043,1.000598032,-0.000598032,0.040648957,stroke
60-65,2015,man,Switzerland,0.967663121,0.032336879,0.944590306,0.990735936,0.009264064,0.055409694,stroke
65-70,2015,man,Switzerland,0.972087798,0.027912202,0.950548055,0.993627541,0.006372459,0.049451945,stroke
70-75,2015,man,Switzerland,0.944157286,0.055842714,0.91812887,0.970185703,0.029814297,0.08187113,stroke
75-80,2015,man,Switzerland,0.90743813,0.09256187,0.841862595,0.973013665,0.026986335,0.158137405,stroke
80+,2015,man,Switzerland,0.920601177,0.079398823,0.888540055,0.952662298,0.047337702,0.111459945,stroke
